Timestamp,Predicted,Confidence,Intent,Transition
2025-03-30 13:33:20,yes,0.96,True,-
2025-03-30 13:33:20,yes,0.96,True,-
2025-03-30 13:33:21,yes,0.96,True,-
2025-03-30 13:33:21,yes,0.96,True,-
2025-03-30 13:33:21,yes,0.96,True,-
2025-03-30 13:33:21,yes,0.96,True,-
2025-03-30 13:33:22,yes,0.96,True,-
2025-03-30 13:33:22,yes,0.96,True,-
2025-03-30 13:33:22,yes,0.96,True,-
2025-03-30 13:33:22,yes,0.96,True,-
2025-03-30 13:33:23,yes,0.96,True,-
2025-03-30 13:33:23,yes,0.96,True,-
2025-03-30 13:33:23,yes,0.96,True,-
2025-03-30 13:33:24,yes,0.96,True,-
2025-03-30 13:33:24,yes,0.96,True,-
2025-03-30 13:33:24,yes,0.96,True,-
2025-03-30 13:33:24,yes,0.96,True,-
2025-03-30 13:33:25,yes,0.96,True,-
2025-03-30 13:33:25,yes,0.96,True,-
2025-03-30 13:33:25,yes,0.96,True,-
2025-03-30 13:33:25,yes,0.96,True,-
2025-03-30 13:33:26,yes,0.96,True,-
2025-03-30 13:33:26,yes,0.96,True,-
2025-03-30 13:33:26,yes,0.96,True,-
2025-03-30 13:33:27,yes,0.96,True,-
2025-03-30 13:33:27,yes,0.96,True,-
2025-03-30 13:33:27,yes,0.96,True,-
2025-03-30 13:33:27,yes,0.96,True,-
2025-03-30 13:33:28,yes,0.96,True,-
2025-03-30 13:33:28,yes,0.96,True,-
2025-03-30 13:33:28,yes,0.96,True,-
2025-03-30 13:33:29,yes,0.96,True,-
2025-03-30 13:33:29,yes,0.96,True,-
2025-03-30 13:33:29,yes,0.96,True,-
2025-03-30 13:33:29,yes,0.96,True,-
2025-03-30 13:33:30,yes,0.96,True,-
2025-03-30 13:33:30,yes,0.96,True,-
2025-03-30 13:33:30,yes,0.96,True,-
2025-03-30 13:33:31,yes,0.96,True,-
2025-03-30 13:33:31,yes,0.96,True,-
2025-03-30 13:33:31,yes,0.96,True,-
2025-03-30 13:33:31,yes,0.96,True,-
2025-03-30 13:33:32,yes,0.96,True,-
2025-03-30 13:33:32,yes,0.96,True,-
2025-03-30 13:33:32,yes,0.96,True,-
2025-03-30 13:33:32,yes,0.96,True,-
2025-03-30 13:33:33,yes,0.90,True,-
2025-03-30 13:33:33,yes,0.86,False,-
2025-03-30 13:33:33,yes,0.82,False,-
2025-03-30 13:33:34,yes,0.73,False,-
2025-03-30 13:33:34,yes,0.52,False,-
2025-03-30 13:33:34,yes,0.72,False,-
2025-03-30 13:33:34,yes,0.71,False,-
2025-03-30 13:33:35,idle,0.56,False,end
2025-03-30 13:33:35,idle,0.54,False,-
2025-03-30 13:33:35,idle,0.58,False,-
2025-03-30 13:33:35,idle,0.55,False,-
2025-03-30 13:33:36,idle,0.60,False,-
2025-03-30 13:33:36,idle,0.84,False,-
2025-03-30 13:33:36,idle,0.91,False,-
2025-03-30 13:33:36,idle,0.93,False,-
2025-03-30 13:33:37,idle,0.94,False,-
2025-03-30 13:33:37,idle,0.94,False,-
2025-03-30 13:33:37,idle,0.94,False,-
2025-03-30 13:33:37,idle,0.94,False,-
2025-03-30 13:33:38,idle,0.94,False,-
2025-03-30 13:33:38,idle,0.94,False,-
2025-03-30 13:33:38,idle,0.94,False,-
2025-03-30 13:33:39,idle,0.94,False,-
2025-03-30 13:33:39,idle,0.94,False,-
2025-03-30 13:33:40,idle,0.94,False,-
2025-03-30 13:33:40,idle,0.94,False,-
2025-03-30 13:33:41,idle,0.93,False,-
2025-03-30 13:33:41,idle,0.91,False,-
2025-03-30 13:33:41,idle,0.88,False,-
2025-03-30 13:33:42,idle,0.63,False,-
2025-03-30 13:33:42,idle,0.89,False,-
2025-03-30 13:33:43,idle,0.95,False,-
2025-03-30 13:33:43,yes,0.96,True,start
2025-03-30 13:33:43,yes,0.96,True,-
2025-03-30 13:33:44,yes,0.96,True,-
2025-03-30 13:33:44,yes,0.96,True,-
2025-03-30 13:33:45,yes,0.96,True,-
2025-03-30 13:33:45,yes,0.96,True,-
2025-03-30 13:33:46,yes,0.96,True,-
2025-03-30 13:33:46,yes,0.96,True,-
2025-03-30 13:33:46,yes,0.96,True,-
2025-03-30 13:33:47,yes,0.96,True,-
2025-03-30 13:33:47,yes,0.96,True,-
2025-03-30 13:33:48,yes,0.96,True,-
2025-03-30 13:33:49,yes,0.96,True,-
2025-03-30 13:33:49,yes,0.96,True,-
2025-03-30 13:33:49,yes,0.96,True,-
2025-03-30 13:33:49,yes,0.96,True,-
2025-03-30 13:33:50,yes,0.96,True,-
2025-03-30 13:33:50,yes,0.96,True,-
2025-03-30 13:33:50,yes,0.96,True,-
2025-03-30 13:33:50,yes,0.96,True,-
2025-03-30 13:33:51,yes,0.96,True,-
2025-03-30 13:33:51,yes,0.96,True,-
2025-03-30 13:33:51,yes,0.96,True,-
2025-03-30 13:33:51,yes,0.96,True,-
2025-03-30 13:33:52,yes,0.96,True,-
2025-03-30 13:33:52,yes,0.96,True,-
2025-03-30 13:33:52,yes,0.96,True,-
2025-03-30 13:33:52,yes,0.96,True,-
2025-03-30 13:33:53,yes,0.96,True,-
2025-03-30 13:33:53,yes,0.96,True,-
2025-03-30 13:33:53,yes,0.96,True,-
2025-03-30 13:33:53,yes,0.96,True,-
2025-03-30 13:33:54,yes,0.96,True,-
2025-03-30 13:33:54,yes,0.96,True,-
2025-03-30 13:33:54,yes,0.96,True,-
2025-03-30 13:33:55,yes,0.96,True,-
2025-03-30 13:33:55,yes,0.95,True,-
2025-03-30 13:33:55,yes,0.95,True,-
2025-03-30 13:33:55,yes,0.95,True,-
2025-03-30 13:33:56,yes,0.94,True,-
2025-03-30 13:33:56,yes,0.95,True,-
2025-03-30 13:33:56,yes,0.95,True,-
2025-03-30 13:33:56,yes,0.95,True,-
2025-03-30 13:33:57,yes,0.89,False,-
2025-03-30 13:33:57,yes,0.57,False,-
2025-03-30 13:33:57,yes,0.86,False,-
2025-03-30 13:33:58,idle,0.91,False,end
2025-03-30 13:33:58,idle,0.93,False,-
2025-03-30 13:33:58,idle,0.94,False,-
2025-03-30 13:33:58,idle,0.94,False,-
2025-03-30 13:33:59,idle,0.94,False,-
2025-03-30 13:33:59,idle,0.94,False,-
2025-03-30 13:33:59,idle,0.94,False,-
2025-03-30 13:33:59,idle,0.95,False,-
2025-03-30 13:34:00,idle,0.95,False,-
2025-03-30 13:34:00,idle,0.95,False,-
2025-03-30 13:34:00,idle,0.95,False,-
2025-03-30 13:34:01,idle,0.95,False,-
2025-03-30 13:34:01,idle,0.96,False,-
2025-03-30 13:34:01,idle,0.96,False,-
2025-03-30 13:34:01,idle,0.96,False,-
2025-03-30 13:34:02,idle,0.96,False,-
2025-03-30 13:34:02,idle,0.96,False,-
2025-03-30 13:34:02,idle,0.96,False,-
2025-03-30 13:34:03,idle,0.95,False,-
2025-03-30 13:34:03,idle,0.94,False,-
2025-03-30 13:34:03,idle,0.92,False,-
2025-03-30 13:34:03,idle,0.88,False,-
2025-03-30 13:34:04,idle,0.75,False,-
2025-03-30 13:34:04,idle,0.83,False,-
2025-03-30 13:34:04,yes,0.87,False,start
2025-03-30 13:34:05,yes,0.77,False,-
2025-03-30 13:34:05,yes,0.62,False,-
2025-03-30 13:34:05,yes,0.47,False,-
2025-03-30 13:34:05,yes,0.46,False,-
2025-03-30 13:34:06,yes,0.48,False,-
2025-03-30 13:34:06,yes,0.47,False,-
2025-03-30 13:34:06,yes,0.73,False,-
2025-03-30 13:34:06,yes,0.90,True,-
2025-03-30 13:34:07,yes,0.94,True,-
2025-03-30 13:34:07,yes,0.95,True,-
2025-03-30 13:34:07,yes,0.96,True,-
2025-03-30 13:34:07,yes,0.96,True,-
2025-03-30 13:34:07,yes,0.96,True,-
2025-03-30 13:34:08,yes,0.96,True,-
2025-03-30 13:34:08,yes,0.96,True,-
2025-03-30 13:34:08,yes,0.96,True,-
2025-03-30 13:34:08,yes,0.96,True,-
2025-03-30 13:34:09,yes,0.96,True,-
2025-03-30 13:34:09,yes,0.96,True,-
2025-03-30 13:34:09,yes,0.96,True,-
2025-03-30 13:34:09,yes,0.96,True,-
2025-03-30 13:34:10,yes,0.96,True,-
2025-03-30 13:34:10,yes,0.96,True,-
2025-03-30 13:34:10,yes,0.96,True,-
2025-03-30 13:34:10,yes,0.96,True,-
2025-03-30 13:34:11,yes,0.96,True,-
2025-03-30 13:34:11,yes,0.96,True,-
2025-03-30 13:34:11,yes,0.96,True,-
2025-03-30 13:34:11,yes,0.96,True,-
2025-03-30 13:34:12,yes,0.96,True,-
2025-03-30 13:34:12,yes,0.96,True,-
2025-03-30 13:34:12,yes,0.96,True,-
2025-03-30 13:34:12,yes,0.96,True,-
2025-03-30 13:34:13,yes,0.96,True,-
2025-03-30 13:34:13,yes,0.96,True,-
2025-03-30 13:34:13,yes,0.96,True,-
2025-03-30 13:34:13,yes,0.96,True,-
2025-03-30 13:34:14,yes,0.96,True,-
2025-03-30 13:34:14,yes,0.96,True,-
2025-03-30 13:34:14,yes,0.96,True,-
2025-03-30 13:34:14,yes,0.96,True,-
2025-03-30 13:34:15,yes,0.96,True,-
2025-03-30 13:34:15,yes,0.96,True,-
2025-03-30 13:34:15,yes,0.96,True,-
2025-03-30 13:34:15,yes,0.96,True,-
2025-03-30 13:34:16,yes,0.96,True,-
2025-03-30 13:34:16,yes,0.96,True,-
2025-03-30 13:34:16,yes,0.96,True,-
2025-03-30 13:34:16,yes,0.96,True,-
2025-03-30 13:34:17,yes,0.96,True,-
2025-03-30 13:34:17,yes,0.96,True,-
2025-03-30 13:34:17,yes,0.96,True,-
2025-03-30 13:34:17,yes,0.96,True,-
2025-03-30 13:34:17,yes,0.96,True,-
2025-03-30 13:34:18,yes,0.96,True,-
2025-03-30 13:34:18,yes,0.96,True,-
2025-03-30 13:34:18,yes,0.91,True,-
2025-03-30 13:34:18,yes,0.81,False,-
2025-03-30 13:34:19,yes,0.57,False,-
2025-03-30 13:34:19,yes,0.63,False,-
2025-03-30 13:34:19,yes,0.66,False,-
2025-03-30 13:34:19,peace,0.62,False,-
2025-03-30 13:34:20,peace,0.60,False,-
2025-03-30 13:34:20,peace,0.58,False,-
2025-03-30 13:34:20,peace,0.56,False,-
2025-03-30 13:34:20,peace,0.54,False,-
2025-03-30 13:34:21,peace,0.52,False,-
2025-03-30 13:34:21,peace,0.52,False,-
2025-03-30 13:34:21,peace,0.52,False,-
2025-03-30 13:34:21,peace,0.52,False,-
2025-03-30 13:34:22,peace,0.53,False,-
2025-03-30 13:34:22,peace,0.53,False,-
2025-03-30 13:34:22,peace,0.52,False,-
2025-03-30 13:34:22,peace,0.52,False,-
2025-03-30 13:34:23,peace,0.53,False,-
2025-03-30 13:34:23,peace,0.53,False,-
2025-03-30 13:34:23,peace,0.53,False,-
2025-03-30 13:34:23,peace,0.53,False,-
2025-03-30 13:34:24,peace,0.53,False,-
2025-03-30 13:34:24,peace,0.52,False,-
2025-03-30 13:34:24,peace,0.52,False,-
2025-03-30 13:34:24,peace,0.53,False,-
2025-03-30 13:34:25,peace,0.55,False,-
2025-03-30 13:34:25,peace,0.54,False,-
2025-03-30 13:34:25,peace,0.51,False,-
2025-03-30 13:34:25,peace,0.50,False,-
2025-03-30 13:34:26,peace,0.53,False,-
2025-03-30 13:34:26,hello,0.57,False,-
2025-03-30 13:34:26,hello,0.63,False,-
2025-03-30 13:34:26,hello,0.64,False,-
2025-03-30 13:34:27,hello,0.66,False,-
2025-03-30 13:34:27,hello,0.70,False,-
2025-03-30 13:34:27,hello,0.71,False,-
2025-03-30 13:34:27,hello,0.71,False,-
2025-03-30 13:34:28,hello,0.71,False,-
2025-03-30 13:34:28,hello,0.72,False,-
2025-03-30 13:34:28,hello,0.72,False,-
2025-03-30 13:34:28,hello,0.72,False,-
2025-03-30 13:34:29,hello,0.72,False,-
2025-03-30 13:34:29,hello,0.72,False,-
2025-03-30 13:34:29,hello,0.72,False,-
2025-03-30 13:34:29,hello,0.72,False,-
2025-03-30 13:34:30,hello,0.71,False,-
2025-03-30 13:34:30,hello,0.71,False,-
2025-03-30 13:34:30,hello,0.71,False,-
2025-03-30 13:34:30,hello,0.70,False,-
2025-03-30 13:34:31,hello,0.69,False,-
2025-03-30 13:34:31,hello,0.70,False,-
2025-03-30 13:34:31,hello,0.71,False,-
2025-03-30 13:34:32,hello,0.72,False,-
2025-03-30 13:34:32,hello,0.73,False,-
2025-03-30 13:34:32,hello,0.74,False,-
2025-03-30 13:34:32,hello,0.74,False,-
2025-03-30 13:34:33,hello,0.74,False,-
2025-03-30 13:34:33,hello,0.73,False,-
2025-03-30 13:34:33,hello,0.73,False,-
2025-03-30 13:34:33,hello,0.72,False,-
2025-03-30 13:34:34,hello,0.71,False,-
2025-03-30 13:34:34,hello,0.71,False,-
2025-03-30 13:34:34,hello,0.70,False,-
2025-03-30 13:34:34,hello,0.70,False,-
2025-03-30 13:34:35,hello,0.69,False,-
2025-03-30 13:34:35,hello,0.67,False,-
2025-03-30 13:34:35,hello,0.67,False,-
2025-03-30 13:34:35,hello,0.66,False,-
2025-03-30 13:34:36,hello,0.66,False,-
2025-03-30 13:34:36,hello,0.66,False,-
2025-03-30 13:34:36,hello,0.67,False,-
2025-03-30 13:34:36,hello,0.68,False,-
2025-03-30 13:34:37,hello,0.68,False,-
2025-03-30 13:34:37,hello,0.69,False,-
2025-03-30 13:34:37,hello,0.69,False,-
2025-03-30 13:34:37,hello,0.70,False,-
2025-03-30 13:34:38,hello,0.70,False,-
2025-03-30 13:34:38,hello,0.70,False,-
2025-03-30 13:34:38,hello,0.70,False,-
2025-03-30 13:34:39,hello,0.69,False,-
2025-03-30 13:34:39,hello,0.68,False,-
2025-03-30 13:34:39,hello,0.67,False,-
2025-03-30 13:34:39,hello,0.65,False,-
2025-03-30 13:34:39,hello,0.64,False,-
2025-03-30 13:34:40,hello,0.63,False,-
2025-03-30 13:34:40,hello,0.63,False,-
2025-03-30 13:34:40,hello,0.62,False,-
